Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Absorbency level (product.metafields.shopify.absorbency-level),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Attachment type (product.metafields.shopify.attachment-type),Bedding size (product.metafields.shopify.bedding-size),Body area (product.metafields.shopify.body-area),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Compatible patient profile (product.metafields.shopify.compatible-patient-profile),Control type (product.metafields.shopify.control-type),Diaper size (product.metafields.shopify.diaper-size),Diaper type (product.metafields.shopify.diaper-type),Display technology (product.metafields.shopify.display-technology),Disposable glove features (product.metafields.shopify.disposable-glove-features),Evaporation technology (product.metafields.shopify.evaporation-technology),Fabric (product.metafields.shopify.fabric),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handwear material (product.metafields.shopify.handwear-material),Material (product.metafields.shopify.material),Mobility/Accessibility equipment features (product.metafields.shopify.mobility-accessibility-equipment-features),Mounting type (product.metafields.shopify.mounting-type),Nebulizer design (product.metafields.shopify.nebulizer-design),Nebulizer technology (product.metafields.shopify.nebulizer-technology),Power source (product.metafields.shopify.power-source),Size (product.metafields.shopify.size),Stair lifts control type (product.metafields.shopify.stair-lifts-control-type),Staircase type (product.metafields.shopify.staircase-type),Support/Brace material (product.metafields.shopify.support-brace-material),Target gender (product.metafields.shopify.target-gender),Temperature measurement (product.metafields.shopify.temperature-measurement),Test sample (product.metafields.shopify.test-sample),Transfer boards surface type (product.metafields.shopify.transfer-boards-surface-type),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Wheelchair type (product.metafields.shopify.wheelchair-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
double-fowler-bed-with-head-adjustable-side-railing-iv-stand,"Double Fowler Bed with Side Railing, & IV Stand AC474","<p class=""MsoNormal""><b><u><span>Specification:</span></u></b></p>
<p class=""MsoNormal""><b><u><span>Material: Mild steel</span></u></b></p>
<ul>
<li class=""MsoListParagraphCxSpFirst""><span>Dimensions: Width: 36""; Length: 77""; Height: 20""</span></li>
<li class=""MsoListParagraphCxSpMiddle""><span>Patient's Load Capacity: 100-120 Kgs</span></li>
<li class=""MsoListParagraphCxSpMiddle""><span>Tube Frame: Good quality mild steel frame with perforated sturdy sheet top.</span></li>
<li class=""MsoListParagraphCxSpMiddle""><span>Coating: PU powder coated</span></li>
<li class=""MsoListParagraphCxSpMiddle""><span>Side Rails: Aluminium Collapsible Side Rails</span></li>
<li class=""MsoListParagraphCxSpLast""><span>Premium Boards: Detachable ABS Head &amp; Foot Boards</span></li>
<li class=""MsoListParagraphCxSpLast""><span>Castors: 5"" Imported castors with brake on all 4 wheels</span></li>
</ul>
<p><span>This Double Fowler Bed is also known as Hospital fowler bed it comes with Head Adjustable (lifting up and down manually) , Side Railing for safety, &amp; IV Stand is a versatile and comfortable bed that is perfect for home healthcare, hospitals, and other healthcare settings. The bed has a headrest that can be adjusted to a variety of positions, including a full Fowler's position, which is ideal for patients who need to be elevated. The bed also has a side rail that can be raised or lowered to provide safety and security for patients. The IV stand is attached to the bed and provides a convenient place to store and hang IV bags.</span></p>
<p><strong>Features of Double Fowler Bed:</strong></p>
<ul>
<li>This manual fowler bed has Headrest that can be adjusted to a variety of positions</li>
<li>It has side rail that can be raised or lowered</li>
<li>IV stand attached to the bed</li>
<li>Durable construction</li>
<li>Easy to use</li>
</ul>
<p><strong>Benefits of Double Fowler Cot for Home:</strong></p>
<ul>
<li>Provides comfort and support for patients</li>
<li>Promotes safety and security for patients</li>
<li>Makes it easy to administer IV therapy</li>
<li>Is durable and long-lasting</li>
<li>Is easy to use</li>
</ul>
<footer id=""footer"">
<div class=""footer-top"" id=""pavo-footer-top"">
<div class=""container"">
<div class=""pav-newsletter"" id=""newsletter_68591721""><form id=""formNewLestter"" method=""post"" action=""https://www.kmeexp.com/index.php?route=extension/module/pavnewsletter/subscribe"" class=""formNewLestter clearfix""></form></div>
</div>
</div>
</footer>
<p><strong>We provide installation support across Chennai. Order your Fowler Bed today!!!</strong></p>",AeonCare,Furniture > Beds & Accessories > Beds & Bed Frames > Cot Beds & Bed Frames,Beds and Cots,"",true,options,Without Mattress,,,,,,,,AC474,40000.0,shopify,2,continue,manual,16499.00,25000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/DoubleFowlerBedatlowestpriceinChennai.jpg?v=1743247605,1,"Double Fowler Bed with Side Railing, & IV Stand - AeonCare",false,Order now the double fowler bed for lowest price in Chennai,"This Double Fowler Bed is also known as Hospital fowler bed it comes with Head Adjustable (lifting up and down manually), Side Railing for safety, & IV Stand. We provide installation support across Chennai. Order your Fowler Bed today!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
double-fowler-bed-with-head-adjustable-side-railing-iv-stand,,,,,,,,,With 3Inch Mattress,,,,,,,,AC474-703-3,40000.0,shopify,-1,continue,manual,20000.00,25000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_73.jpg?v=1765524923,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
double-fowler-bed-with-head-adjustable-side-railing-iv-stand,,,,,,,,,With 4Inch Mattress,,,,,,,,AC474-703-4,40000.0,shopify,1,continue,manual,21499.00,25000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Gemini_Generated_Image_fhjj6bfhjj6bfhjj.png?v=1765524923,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
double-fowler-bed-with-head-adjustable-side-railing-iv-stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Fowlerbedinstallationatyourdoorstepinchennai_0a1784d9-8c4e-41f0-ad75-b5e1c54e14eb.jpg?v=1765524923,4,"Double Fowler Bed with Side Railing, & IV Stand - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-fowler-bed-with-head-adjustable-side-railing-iv-stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/HospitalSemiFowlercotbedheadandfootrest_df73557f-9c66-4782-80ef-22ee430a7734.jpg?v=1765524923,5,"Double Fowler Bed with Side Railing, & IV Stand - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-fowler-bed-with-head-adjustable-side-railing-iv-stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/SemiFowlerbedwithsiderailingsatlowpriceinChennai_a794678e-6aad-4000-9af9-98ec49774e7b.jpg?v=1765524923,6,"Double Fowler Bed with Side Railing, & IV Stand - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-fowler-bed-with-head-adjustable-side-railing-iv-stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/IVstandformanualhospitalbedinChennai_5ac92928-7a19-4264-9b5d-7d790d92143f.jpg?v=1765524923,7,"Double Fowler Bed with Side Railing, & IV Stand - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-fowler-bed-with-castor-wheels-head-adjustable-side-railing-iv-stand-hospital-bed-for-home,"Hospital Bed for Home - Semi Fowler Bed with Castor Wheels, Head Adjustable, Side Railing, & IV Stand AC462","<p><span><strong><span dir=""ltr"" role=""presentation"">Specification</span></strong><br role=""presentation""><span dir=""ltr"" role=""presentation"">Material: Mild steel</span></span><span><span dir=""ltr"" role=""presentation""></span></span></p>
<ul>
<li><span><span dir=""ltr"" role=""presentation"">Dimensions: Width: 36″; Length: 77″; Height: 20″<br role=""presentation"">Patient’s Load Capacity: 100-120 Kgs<br role=""presentation""></span></span></li>
<li><span><span dir=""ltr"" role=""presentation"">Tube Frame: Good quality mild steel frame with<br role=""presentation"">perforated sturdy sheet top. Coating: PU powder<br role=""presentation"">coated</span></span></li>
<li><span><span dir=""ltr"" role=""presentation"">Side Rails: Aluminium Collapsible Side Rails<br role=""presentation"">Premium Boards: Detachable ABS Head &amp; Foot<br role=""presentation"">Boards</span></span></li>
<li>
<span><span dir=""ltr"" role=""presentation""> Castors: 5″ Imported castors with brake on all 4<br role=""presentation"">Wheels                                                                                                                           <br></span></span><span><span dir=""ltr"" role=""presentation""><br></span></span><span><span dir=""ltr"" role=""presentation""></span></span>
</li>
<li><span><span dir=""ltr"" role=""presentation"">This Fowler Bed is also known as Hospital fowler bed it comes with Castor Wheels, Head Adjustable (lifting up and down manually) , Side Railing for safety, &amp; IV Stand is a versatile and comfortable bed that is perfect for home healthcare, hospitals, and other healthcare settings. The bed has a headrest that can be adjusted to a variety of positions, including a full Fowler's position, which is ideal for patients who need to be elevated. The bed also has a side rail that can be raised or lowered to provide safety and security for patients. The IV stand is attached to the bed and provides a convenient place to store and hang IV bags.</span></span></li>
</ul>
<p><strong>Features of Semi Fowler Bed:</strong></p>
<ul>
<li>This manual fowler bed has Headrest that can be adjusted to a variety of positions</li>
<li>It has side rail that can be raised or lowered</li>
<li>IV stand attached to the bed</li>
<li>Durable construction</li>
<li>Easy to use</li>
</ul>
<p><strong>Benefits of Hospital Fowler Bed for Home:</strong></p>
<ul>
<li>Provides comfort and support for patients</li>
<li>Promotes safety and security for patients</li>
<li>Makes it easy to administer IV therapy</li>
<li>Is durable and long-lasting</li>
<li>Is easy to use</li>
</ul>
<p><strong>We provide installation support across Chennai. Order your Fowler Bed today!!!</strong></p>",AeonCare,Furniture > Beds & Accessories > Beds & Bed Frames > Cot Beds & Bed Frames,Beds and Cots,"",true,Options,Without Mattress,,,,,,,,AC462,22000.0,shopify,1,continue,manual,14899.00,25000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/SemiFowlerbedwithwheelsatlowestpriceinChennai.jpg?v=1743247599,1,"Hospital Bed for Home - Semi Fowler Bed with Castor Wheels, Head Adjustable, Side Railing, & IV Stand - AeonCare",false,Hospital Bed for Home: Buy Semi Fowler Bed with Castor Wheels for lowest price in Chennai,"This Semi Fowler Bed is also known as Hospital fowler bed it comes with Head Adjustable (lifting up and down manually) , Side Railing for safety, & IV Stand. We provide installation support across Chennai. Order your Semi Fowler Bed today!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
semi-fowler-bed-with-castor-wheels-head-adjustable-side-railing-iv-stand-hospital-bed-for-home,,,,,,,,,With 3-inch Mattress,,,,,,,,AC462/701-3,24000.0,shopify,0,continue,manual,17899.00,25000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_72.jpg?v=1765523082,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
semi-fowler-bed-with-castor-wheels-head-adjustable-side-railing-iv-stand-hospital-bed-for-home,,,,,,,,,With 4-inch Mattress,,,,,,,,AC462/701-4,24000.0,shopify,-4,continue,manual,18899.00,25000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_59.jpg?v=1765523082,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
semi-fowler-bed-with-castor-wheels-head-adjustable-side-railing-iv-stand-hospital-bed-for-home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Fowlerbedinstallationatyourdoorstepinchennai_e07bac11-7f42-4166-b9fb-ad2e9d70eb8d.jpg?v=1765523082,4,"Hospital Bed for Home - Semi Fowler Bed with Castor Wheels, Head Adjustable, Side Railing, & IV Stand - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-fowler-bed-with-castor-wheels-head-adjustable-side-railing-iv-stand-hospital-bed-for-home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/HospitalSemiFowlercotbedheadandfootrest_774ddd34-0fbf-4812-8901-dbc3d54dbfbb.jpg?v=1765523082,5,"Hospital Bed for Home - Semi Fowler Bed with Castor Wheels, Head Adjustable, Side Railing, & IV Stand - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-fowler-bed-with-castor-wheels-head-adjustable-side-railing-iv-stand-hospital-bed-for-home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/SemiFowlerbedwithsiderailingsatlowpriceinChennai_098dc5d0-d53a-4cf6-943c-82a0ae9fcb4e.jpg?v=1765523082,6,"Hospital Bed for Home - Semi Fowler Bed with Castor Wheels, Head Adjustable, Side Railing, & IV Stand - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-fowler-bed-with-castor-wheels-head-adjustable-side-railing-iv-stand-hospital-bed-for-home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_11.jpg?v=1765523082,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-fowler-bed-with-castor-wheels-head-adjustable-side-railing-iv-stand-hospital-bed-for-home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/IVstandformanualhospitalbedinChennai_6da0d3c7-2634-45d1-a6a2-40e60239baa1.jpg?v=1765523082,8,"Hospital Bed for Home - Semi Fowler Bed with Castor Wheels, Head Adjustable, Side Railing, & IV Stand - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recliner-wheelchair-with-commode-toilet-pot-foldable-reclining-wheelchair,Recliner Wheelchair with U Cut Seat & Commode/Toilet Pot - Foldable Reclining Wheelchair  609GCU,"<p><strong data-start=""110"" data-end=""129"">Specifications:</strong><br data-start=""129"" data-end=""132"">• Multipurpose commode wheelchair suitable for elderly users, people with disabilities, or patients with limited mobility<br data-start=""253"" data-end=""256"" data-is-only-node="""">• PU detachable armrests and detachable footrests for user convenience<br data-start=""326"" data-end=""329"">• Durable chrome-plated steel frame for long-lasting performance<br data-start=""393"" data-end=""396"">• Heavy-duty rear wheels with castors and anti-tippers for added safety<br data-start=""467"" data-end=""470"">• Reclining high backrest with detachable headrest for maximum comfort and support<br data-start=""552"" data-end=""555"">• Removable cushion for dual use: standard mobility wheelchair or commode chair<br data-start=""634"" data-end=""637"">• Foldable chromed steel frame for easy storage and transport<br data-start=""698"" data-end=""701"">• U-shape commode seat for hygiene and ease of use<br data-start=""751"" data-end=""754"">• Solid castor and rear wheels for stable movement<br data-start=""804"" data-end=""807"">• Elevating footrest for improved leg comfort</p>",AeonCare,Health & Beauty > Health Care > Mobility & Accessibility,Commode WheelChairs,"",true,Title,Default Title,,,,,,,,AC609GCU,25000.0,shopify,-1,continue,manual,13000.00,21500.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_23.jpg?v=1762845856,1,"",false,,"Shop Foldable Recliner Wheelchair with U Cut Seat & Commode & toilet pot with Reclining High Back, detachable Armrest And Elevating Footrest at lowest price in India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
recliner-wheelchair-with-commode-toilet-pot-foldable-reclining-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_16.jpg?v=1765530723,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recliner-wheelchair-with-commode-toilet-pot-foldable-reclining-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_21.jpg?v=1765530723,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recliner-wheelchair-with-commode-toilet-pot-foldable-reclining-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_20.jpg?v=1765530723,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recliner-wheelchair-with-commode-toilet-pot-foldable-reclining-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_19.jpg?v=1765530723,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recliner-wheelchair-with-commode-toilet-pot-foldable-reclining-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_18.jpg?v=1765530723,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recliner-wheelchair-with-commode-toilet-pot-foldable-reclining-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_17.jpg?v=1765530723,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rollator-walker-aluminium-with-seat-basket-foldable-weight-bearing-capacity-120kg,Rollator Walker (Aluminium) With Seat & Basket | Foldable | Weight Bearing Capacity 120kg,"<h3 class=""heading"">Features of Rollator Walker (Aluminium):</h3>
<h3 class=""heading""><b>GOOD DESIGN:</b></h3>
<p>Imported lightweight aluminum frame with unique features - such as a PU padded seat, a comfortable foam backrest, removable basket and is easily foldable</p>
<h3 class=""heading""><b>ANATOMICAL PALM GRIP:</b></h3>
<p>The orthopaedic style handle will fit comfortably in your hand, reducing the impact on your wrist, helping those with hand problems, such as arthritis and rheumatism</p>
<h3 class=""heading""><b>DUAL HEIGHT ADJUSTMENT:</b></h3>
<p>Dual height adjustment wherein the ground to seat as well as the height of the handles can be adjusted to accommodate all its users comfortably</p>
<h3 class=""heading""><b>WHEELS &amp; BRAKES:</b></h3>
<p>Equipped with All-Terrain 8"" wheels which are durable, great for indoor and outdoor use and make the ride smooth and stable. It is easy to engage the brake with minimal hand strength</p>
<h3 class=""heading""><b>SEAT &amp; STORAGE:</b></h3>
<p>Comfortable and durable PU seat with removable storage container. It is provided for storing personal day to day belongings which is also easy to detach if required</p>",AeonCare,Health & Beauty > Health Care > Mobility & Accessibility > Walking Aids > Walkers,Walkers and Crutches,"",true,Title,Default Title,,,,,,,,9144L,20000.0,shopify,-3,continue,manual,6700.00,11000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/2924-DuraRollatorWalker-01_1080x_6d9ad313-3a2b-43c8-b0a1-9ad3e6247c14.png?v=1743247596,1,Rollator Walker (Aluminium) With Seat & Basket | Foldable | Weight Bearing Capacity 120kg - AeonCare,false,,"Shop the best rollator walker at low price in Chennai | Imported lightweight aluminum frame with unique features - such as a PU padded seat, a comfortable foam backrest, removable basket and is easily foldable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4500.00,active
wheelchair-for-rent-foldable-lightweight-wheelchair-same-day-delivery-across-chennai,Manual Wheelchair for rent - Available Only in Chennai,"<h3 style=""margin-bottom:10px;"">Rental Pricing Details</h3>

<p><strong>Refundable Security Deposit:</strong> ₹3,500 (T&amp;C Apply)</p>

<table style=""border-collapse: collapse; width: 100%; font-size: 15px; text-align: center;"">
  <thead>
    <tr style=""background-color: #f5f5f5; border: 1px solid #ddd;"">
      <th style=""padding: 10px; border: 1px solid #ddd;"">No. of Days</th>
      <th style=""padding: 10px; border: 1px solid #ddd;"">Rate per Day</th>
      <th style=""padding: 10px; border: 1px solid #ddd;"">Total Rent</th>
      <th style=""padding: 10px; border: 1px solid #ddd;"">Final Amount<br>(Rent + Deposit)</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td style=""padding: 10px; border: 1px solid #ddd;"">1 – 10 Days</td>
      <td style=""padding: 10px; border: 1px solid #ddd;"">₹120 / Day</td>
      <td style=""padding: 10px; border: 1px solid #ddd;"">₹1,200</td>
      <td style=""padding: 10px; border: 1px solid #ddd;""><strong>₹4,700</strong></td>
    </tr>
    <tr style=""background-color: #f9f9f9;"">
      <td style=""padding: 10px; border: 1px solid #ddd;"">10 – 20 Days</td>
      <td style=""padding: 10px; border: 1px solid #ddd;"">₹100 / Day</td>
      <td style=""padding: 10px; border: 1px solid #ddd;"">₹2,000</td>
      <td style=""padding: 10px; border: 1px solid #ddd;""><strong>₹5,500</strong></td>
    </tr>
    <tr>
      <td style=""padding: 10px; border: 1px solid #ddd;"">20 – 30 Days</td>
      <td style=""padding: 10px; border: 1px solid #ddd;"">₹90 / Day</td>
      <td style=""padding: 10px; border: 1px solid #ddd;"">₹2,700</td>
      <td style=""padding: 10px; border: 1px solid #ddd;""><strong>₹6,200</strong></td>
    </tr>
  </tbody>
</table>

<p style=""font-size: 14px; color: #555; margin-top:10px;"">
💡 The security deposit of ₹3,500 is fully refundable as per our return policy. Rent is calculated based on the selected duration.
</p>

<p> </p>
<p><span data-mce-fragment=""1"">Lightweight and User-Friendly Wheelchair. This smartly designed, lightweight chair is simple to maneuver yet sturdy enough to support people weighing up to 130 Kgs. Lightweight wheelchairs are transport-friendly, easier to fold up, lift into a car and take on the go. </span></p>
<p><strong>Key Features:</strong></p>
<ol>
<li>Powder Coated Steel Frame</li>
<li>Fixed armrest</li>
<li>Fixed footrest</li>
<li>Solid Castor</li>
<li>Solid Rear wheel</li>
</ol>
<p>Terms &amp; Conditions apply on Same Day Delivery </p>
<p> </p>",AeonCare,Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment > Wheelchairs,"",Wheelchair,true,Refundable Security Deposit (T&C)*,Rs.3500,,No of Days,1-10Days (120rs/Day * 10 = 1200Rs),,,,,809PC,25000.0,shopify,10,continue,manual,4700.00,8999.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/BuywheelchairatlowestpriceinChennai_eeb75694-39ca-486e-b610-6f4984f8c266.jpg?v=1714717435,1,"",false,Wheelchair for Rent at best price in Chennai | Wheelchair on Rent near Porur,"Wheelchair for rent - Lightweight and User-Friendly Wheelchair. This smartly designed, lightweight chair is simple to maneuver yet sturdy enough to support people weighing up to 130 Kgs.  Terms & Conditions apply on Same Day Delivery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/BuywheelchairatlowestpriceinChennai_eeb75694-39ca-486e-b610-6f4984f8c266.jpg?v=1714717435,kg,,3727.00,active
wheelchair-for-rent-foldable-lightweight-wheelchair-same-day-delivery-across-chennai,,,,,,,,,Rs.3500,,,10-20Days (100rs/Day * 20 = 2000Rs),,,,,"",25000.0,shopify,0,continue,manual,5500.00,8999.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3727.00,
wheelchair-for-rent-foldable-lightweight-wheelchair-same-day-delivery-across-chennai,,,,,,,,,Rs.3500,,,20-30Days (90rs/Days * 30 = 2700Rs),,,,,"",25000.0,shopify,-1,continue,manual,6200.00,8999.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3727.00,
accu-chek-guide-blood-glucose-glucometer-with-bluetooth-kit-with-vial-of-10-strips-10-lancets-and-a-lancing-device-free-for-accurate-blood-sugar-testing,"Accu-Chek Guide Blood Glucose Glucometer (with Bluetooth) Kit with Vial of 10 Strips, 10 Lancets and a Lancing Device","<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li class=""a-spacing-mini""><span class=""a-list-item"">No coding required: Accu-Chek Guide blood glucose meter is easy to use as it does not require any code chip for coding the meter. Thus keeping your sugar monitoring needs simple</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Simple to log results without a paper logbook”automatically logs results right to an app (mySugr diabetes management app) on your smartphone</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Strip Ejector: Simple to dispose off used strips. Push button strip ejector means you don't have to touch used strips</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Simple to be more accurate delivers advanced 10/10 accuracy for reliable results you can trust</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Only Accu-Chek Guide Test strips should be used.</span></li>
</ul>
<p> </p>",Accuchek,Business & Industrial > Medical > Medical Equipment,Glucometer,"",true,Title,Default Title,,,,,,,,ACCU_G,1000.0,shopify,-2,continue,manual,1899.00,2249.00,true,true,,,,,'4015630066742,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/AccucheckGuideatlowestpriceinChennai.jpg?v=1743247592,1,"Accu-Chek Guide Blood Glucose Glucometer (with Bluetooth) Kit with Vial of 10 Strips, 10 Lancets and a Lancing Device - AeonCare",false,,Shop Accucheck Guide Glucometer Kit at lowest price with 10 test strips to measure blood glucose level seamlessly. Effortless wireless synchronization: Once connected to the mySugr diabetes management app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
